Ses01F_impro04_F015	xxx	I don't like- I don't like sending things in the mail.  I don't want my information out there.	2.0000	 4.0000	 3.5000
Ses01F_impro04_F016	fru	I'm there in front of them.  I'm telling them what I'm good at.	2.0000	 4.0000	 3.5000
Ses01F_impro04_F017	fru	Why?  It's a piece of paper.	2.0000	 4.5000	 4.0000
Ses01F_impro04_F018	fru	I just don't want this paper trail, you know.  I just don't want things following me around, like-.	2.0000	 4.5000	 3.5000
Ses01F_impro04_F019	fru	It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...	3.0000	 3.5000	 3.0000
Ses01F_impro04_F020	xxx	..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way.	2.0000	 3.0000	 3.5000
Ses01F_impro04_F021	fru	That's baloney, that's baloney.	2.0000	 2.0000	 3.0000
Ses01F_impro04_F022	fru	Please.	2.0000	 2.0000	 2.5000
Ses01F_impro04_F023	fru	you think that you're better than me because I don't have a car?	2.0000	 2.5000	 3.0000
Ses01F_impro04_F024	fru	You know, you're riding the bus, too.	2.5000	 2.5000	 3.5000
Ses01F_impro04_F025	fru	Why?  What choice?	2.5000	 2.5000	 3.0000
Ses01F_impro04_F026	fru	You're saving the environment. mmhmm	2.5000	 2.0000	 3.5000
Ses01F_impro04_F027	fru	Interesting.  That's fantastic.	2.5000	 2.0000	 3.0000
Ses01F_impro04_F028	ang	I'm not frustrated.	2.0000	 3.5000	 3.5000
Ses01F_impro04_F029	ang	Who do you think you are?	1.5000	 4.0000	 4.0000
Ses01F_impro04_F030	ang	You are so high and mighty.  I just--	1.5000	 3.5000	 4.0000
Ses01F_impro04_F031	ang	Oh.  I'm saving the environment. I'm riding this car because I- I want to.	1.5000	 3.0000	 3.5000
Ses01F_impro04_F032	ang	The bus, I'm riding the bus because I want to.	2.0000	 3.5000	 3.5000
Ses01F_impro04_F033	ang	I can not-- you are not here by choice.  Nobody would ride this bus by choice.	1.5000	 3.5000	 4.5000
Ses01F_impro04_M000	neu	Have you tried, uh, Craig's List?	3.0000	 2.5000	 2.5000
Ses01F_impro04_M001	neu	Yeah.	3.0000	 2.5000	 2.0000
Ses01F_impro04_M002	neu	No.  There's regular jobs on there.	3.0000	 2.5000	 3.0000
Ses01F_impro04_M003	neu	Uh huh.	3.0000	 2.5000	 2.5000
Ses01F_impro04_M004	neu	I'm just saying I have a friend that got a good job on it so I was just recommending it.	3.0000	 3.0000	 3.0000
Ses01F_impro04_M005	neu	He's like a manager for a theatre.	3.0000	 3.0000	 3.0000
Ses01F_impro04_M006	neu	He's like a house manager. Yeah.  It's a good job.	3.0000	 3.5000	 2.5000
Ses01F_impro04_M007	neu	You did?	3.5000	 3.0000	 2.5000
Ses01F_impro04_M008	neu	Yeah.	3.0000	 3.0000	 2.5000
Ses01F_impro04_M009	neu	You've been looking for a job for a long time; that was a long time ago.  Right?	3.0000	 3.0000	 3.0000
Ses01F_impro04_M010	neu	Hmm.	3.0000	 2.5000	 2.0000
Ses01F_impro04_M011	neu	I don't know.  He had a really good resume I guess and--	3.0000	 3.0000	 2.5000
Ses01F_impro04_M012	neu	Yeah.  Do you have a resume?	3.0000	 3.0000	 2.5000
Ses01F_impro04_M013	neu	It's kind of helpful when getting a job.	3.0000	 2.0000	 3.0000
Ses01F_impro04_M014	neu	Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.	3.5000	 3.5000	 3.5000
Ses01F_impro04_M015	neu	No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--	2.5000	 3.5000	 3.0000
Ses01F_impro04_M016	neu	Yeah.  But the piece of paper helps, too.	3.0000	 2.5000	 2.5000
Ses01F_impro04_M017	neu	No.  But it has an outline, you know.	3.0000	 3.5000	 3.0000
Ses01F_impro04_M018	neu	I know.  Okay.  Well, um. Maybe--	3.0000	 3.5000	 3.0000
Ses01F_impro04_M019	neu	Yeah.	3.0000	 2.5000	 2.5000
Ses01F_impro04_M020	neu	Okay, yeah.  I would imagine.	3.0000	 2.5000	 2.5000
Ses01F_impro04_M021	neu	Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.	3.5000	 3.5000	 3.0000
Ses01F_impro04_M022	neu	maybe get a car.	3.0000	 2.5000	 2.5000
Ses01F_impro04_M023	neu	I just, you know, think you should try a little harder maybe.	2.5000	 2.5000	 2.0000
Ses01F_impro04_M024	neu	I didn't say that.	3.0000	 2.5000	 3.0000
Ses01F_impro04_M025	neu	I am riding the bus, but by choice.	3.0000	 3.5000	 3.5000
Ses01F_impro04_M026	neu	To save the environment, carpool.	3.5000	 3.0000	 3.0000
Ses01F_impro04_M027	neu	Yes.  One less car at a time.	3.5000	 3.5000	 3.5000
Ses01F_impro04_M028	neu	Mmhmm.	3.0000	 2.5000	 2.0000
Ses01F_impro04_M029	fru	You know, you don't have to take out your frustration on me, you know, just because...	2.5000	 3.5000	 3.5000
Ses01F_impro04_M030	fru	...you can't get a job and refuse to have a resume.	2.5000	 2.5000	 3.0000
Ses01F_impro04_M031	neu	I don't think I'm anyone.	3.0000	 2.5000	 2.5000
Ses01F_impro04_M032	neu	I- I-I didn't-- okay.	2.5000	 2.0000	 1.5000
Ses01F_impro04_M033	xxx	What?  No.	2.5000	 3.5000	 2.0000
Ses01F_impro04_M034	fru	What? Oh.  So now you're...	2.5000	 2.0000	 2.0000
Ses01F_impro04_M035	fru	you know what?  You don't have to take your anger and your hurt out on me.	2.0000	 3.5000	 3.0000
Ses01F_impro04_M036	xxx	Why not?	2.5000	 3.0000	 3.5000
Ses01F_impro05_F000	fru	Hi.	4.0000	 2.0000	 1.5000
Ses01F_impro05_F001	fru	Yeah. This is the fourth line that I have been in.	2.0000	 2.5000	 2.5000
Ses01F_impro05_F002	fru	I need my bag.	2.5000	 2.5000	 3.5000
Ses01F_impro05_F003	fru	I flew in over three hours ago, I've been in four different lines.	2.0000	 3.0000	 3.5000
Ses01F_impro05_F004	fru	I waited the entire baggage- I waited for the whole baggage carousel four times.  They told me to go to the next one.  I waited through that for three planes and now I'm here.	2.0000	 3.5000	 3.5000
Ses01F_impro05_F005	fru	Nash.	2.5000	 3.0000	 3.0000
Ses01F_impro05_F006	xxx	No G.	2.5000	 2.5000	 2.5000
Ses01F_impro05_F007	fru	Yes.	2.5000	 3.0000	 3.5000
Ses01F_impro05_F008	ang	Flight seven fourteen.	2.5000	 2.5000	 3.5000
Ses01F_impro05_F009	ang	Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?	2.5000	 2.5000	 3.5000
Ses01F_impro05_F010	xxx	Oh, Are you kidding me?	2.0000	 4.0000	 3.5000
Ses01F_impro05_F011	ang	Is this a joke?	2.0000	 4.5000	 3.5000
Ses01F_impro05_F012	ang	Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.	2.5000	 3.5000	 3.0000
Ses01F_impro05_F013	xxx	So you'll give me money and then I'll get my bag?	2.0000	 2.5000	 3.0000
Ses01F_impro05_F014	ang	You're kidding me, this is a joke.	1.5000	 4.0000	 4.0000
Ses01F_impro05_F015	ang	Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.	1.5000	 4.5000	 4.5000
Ses01F_impro05_F016	ang	We flew in from Paris.  I've been shopping for three weeks.	1.5000	 4.5000	 4.0000
Ses01F_impro05_F017	ang	I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.	1.5000	 5.0000	 4.5000
Ses01F_impro05_F018	ang	Do you understand who my husband is?	1.5000	 4.0000	 4.0000
Ses01F_impro05_F019	ang	If you're- if you're- if you're looking for a lawsuit, baby, you've found it.	1.5000	 4.0000	 4.5000
Ses01F_impro05_F020	ang	Oh-Oh.  It's a gift.  You're-You're helping me out here?	1.5000	 4.5000	 4.5000
Ses01F_impro05_F021	ang	You are cruising for a bruising.  You are in so much trouble.	1.5000	 4.5000	 4.5000
Ses01F_impro05_F022	ang	Who's in charge?  Who is the president of Jet Blue?	1.5000	 4.5000	 4.0000
Ses01F_impro05_F023	ang	Because I probably know him.	2.0000	 3.0000	 4.0000
Ses01F_impro05_F024	ang	Yeah.	2.0000	 3.0000	 4.0000
Ses01F_impro05_F025	ang	I don't want money, I want my clothes.	1.5000	 4.5000	 4.5000
Ses01F_impro05_F026	ang	What's your name?	2.0000	 3.5000	 3.5000
Ses01F_impro05_F027	xxx	Sean.  Great. Do you have a badge number or something?	2.0000	 2.5000	 4.0000
Ses01F_impro05_F028	ang	Okay.  I'll do that.	2.0000	 3.0000	 4.0000
Ses01F_impro05_F029	ang	I don't think you have done everything you could do because I don't have my bag here yet.	1.5000	 3.0000	 3.5000
Ses01F_impro05_F030	ang	A letter? I'll make a personal phone call.	2.0000	 3.0000	 3.5000
Ses01F_impro05_M000	neu	Hi.  Thanks for waiting.	4.0000	 2.5000	 2.0000
Ses01F_impro05_M001	hap	Can I help you?	4.0000	 2.5000	 2.0000
Ses01F_impro05_M002	hap	Uh huh.	4.0000	 2.5000	 2.0000
Ses01F_impro05_M003	neu	Okay.	4.0000	 2.5000	 2.0000
Ses01F_impro05_M004	neu	Okay.	3.5000	 1.5000	 2.0000
Ses01F_impro05_M005	neu	Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.	3.5000	 2.5000	 2.0000
Ses01F_impro05_M006	neu	Okay.	3.5000	 2.5000	 2.0000
Ses01F_impro05_M007	neu	all right- okay.  And you lost your bag? Is that- that the issue?	3.5000	 2.5000	 2.0000
Ses01F_impro05_M008	neu	Uh-huh.	3.0000	 2.5000	 2.0000
Ses01F_impro05_M009	neu	Yeah. Yeah, I don't see- I don't see any--	2.5000	 2.5000	 2.0000
Ses01F_impro05_M010	neu	I don't see any record of it, and I-usually when I don't see a record of it, that means um-	2.5000	 2.5000	 2.0000
Ses01F_impro05_M011	neu	we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...	2.5000	 2.5000	 2.0000
Ses01F_impro05_M012	neu	for such an inconvenience and your bag, but	2.5000	 2.0000	 1.5000
Ses01F_impro05_M013	neu	Yeah.	2.5000	 2.0000	 1.5000
Ses01F_impro05_M014	neu	No, no.	2.5000	 2.5000	 1.5000
Ses01F_impro05_M015	neu	No, no.  This is real.	2.5000	 2.0000	 1.5000
Ses01F_impro05_M016	neu	No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...	2.5000	 2.5000	 2.0000
Ses01F_impro05_M017	neu	this is the only track record that we have and if it's not listed here then it's probably not anywhere.	2.5000	 2.5000	 2.5000
Ses01F_impro05_M018	xxx	Once again, I'm really- I'm really sorry.	3.0000	 3.5000	 2.5000
Ses01F_impro05_M019	neu	Yes.	2.5000	 2.0000	 2.0000
Ses01F_impro05_M020	neu	I know.	2.5000	 2.0000	 2.0000
Ses01F_impro05_M021	xxx	I'm very sorry.  But if you see the sign that's right behind me here, it spells it out really clearly that we are not held liable--	2.5000	 2.5000	 1.5000
Ses01F_impro05_M022	neu	Okay. Calm-	2.5000	 2.0000	 2.0000
Ses01F_impro05_M023	neu	Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really	2.5000	 3.5000	 2.5000
Ses01F_impro05_M024	neu	We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.	2.5000	 3.0000	 2.5000
Ses01F_impro05_M025	neu	It's a gift.	2.5000	 2.5000	 2.0000
Ses01F_impro05_M026	neu	You know, the airlines can not be held responsible for every bag of luggage that comes through here.	2.5000	 2.5000	 2.5000
Ses01F_impro05_M027	neu	With the amount of--	2.5000	 2.5000	 2.0000
Ses01F_impro05_M028	neu	Um, actually, I don't know. I don't know. Oh really?	2.5000	 2.5000	 2.0000
Ses01F_impro05_M029	neu	Well then maybe you can just call him and he can give you more money.  But right now all I can do--	2.5000	 2.5000	 2.5000
Ses01F_impro05_M030	neu	Right now all I can do is just give you this fifty dollars, I'm really sorry.	3.0000	 2.5000	 2.0000
Ses01F_impro05_M031	neu	Oh.  My name is Sean. Hi.	3.0000	 2.5000	 2.5000
Ses01F_impro05_M032	sur	Badge number?  Uh, no.  You can just take my employee number I guess.	3.0000	 2.5000	 2.0000
Ses01F_impro05_M033	sur	Why?  Have I done something wrong?  Have I given you bad service?  I feel like I have done the best I could.	2.5000	 3.0000	 2.0000
Ses01F_impro05_M034	neu	If you want, you can write a letter.  I can give you the address. Yes.  An angry--	2.5000	 2.5000	 2.5000
Ses01F_impro05_M035	neu	Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more...	2.5000	 2.0000	 1.5000
Ses01F_impro06_F000	xxx	It's okay.	3.5000	 2.0000	 3.0000
Ses01F_impro06_F001	xxx	No, no, no.	2.0000	 2.0000	 2.0000
Ses01F_impro06_F002	sad	No.	2.0000	 1.5000	 2.5000
Ses01F_impro06_F003	neu	That's sweet.	3.0000	 2.0000	 2.5000
Ses01F_impro06_F004	neu	Thank you.	3.5000	 2.0000	 3.0000
Ses01F_impro06_F005	sad	I went to see her headstone a week or two ago.	2.0000	 2.0000	 4.0000
Ses01F_impro06_F006	sad	I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.	3.5000	 3.0000	 4.0000
Ses01F_impro06_F007	sad	So I was like wandering around before.  It takes forever to find her headstone; I always lose it. You know.	3.5000	 3.0000	 4.0000
Ses01F_impro06_F008	sad	So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.  And-	2.5000	 3.5000	 3.5000
Ses01F_impro06_F009	neu	this woman came up and, you know, it was hers. It was her person that was there.	2.5000	 3.0000	 3.5000
Ses01F_impro06_F010	sad	Yeah.  And she was like, that's pathetic, I hope you enjoy it.	2.0000	 2.5000	 3.5000
Ses01F_impro06_F011	sad	And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine.  She was like, I would rather have her back, honestly.	2.0000	 3.0000	 4.0000
Ses01F_impro06_F012	sad	I don't know.  It just, like, I felt so bad because I shouldn't have done it.  I don't know.  Whatever.	2.0000	 3.5000	 4.5000
